ph,N,P,K,Moisture (%),Recommendations,Crop
5.603413172000001,30,137,200,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.0967531,29,132,204,30,"['Reduce P', 'Reduce K']",apple
6.056529526,14,139,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.160267496,18,125,203,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.814434775,33,143,204,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.987262638,40,144,196,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.570020684,9,143,197,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.9655513110000005,38,135,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.062356467000001,28,130,196,30,"['Reduce P', 'Reduce K']",apple
5.895319002000001,35,142,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.119432215,12,129,205,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
5.624203283,1,135,203,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.52078314,0,145,205,30,"['Increase ph', 'Increase N', 'Reduce P', 'Reduce K']",apple
5.731535257999999,31,121,201,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.893490899,35,131,203,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.560521058,29,140,195,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.222390797999999,33,138,198,30,"['Reduce P', 'Reduce K']",apple
6.071255131,14,140,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.231950009,35,145,195,30,"['Reduce P', 'Reduce K']",apple
5.889480679,40,120,197,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
5.732757516,25,132,198,30,"['Increase ph', 'Reduce P', 'Reduce K']",apple
6.400321212000001,31,137,196,30,"['Reduce P', 'Reduce K']",apple
6.496934492,36,144,196,30,"['Reduce P', 'Reduce K']",apple
6.229498836,10,140,197,30,"['Increase N', 'Reduce P', 'Reduce K']",apple
6.354006743999999,22,30,12,30,['Increase K'],orange
7.511755067999999,37,6,13,30,"['Reduce ph', 'Increase P', 'Increase K']",orange
7.335158382,27,13,6,30,"['Increase P', 'Increase K']",orange
7.813916602999999,7,16,9,30,"['Reduce ph', 'Increase N', 'Increase K']",orange
7.1291369410000005,20,7,9,30,"['Increase P', 'Increase K']",orange
6.079998496,26,27,10,30,['Increase K'],orange
7.408939392000001,5,23,15,30,['Increase N'],orange
7.207991261,0,18,14,30,"['Increase N', 'Increase K']",orange
7.189259647,39,24,14,30,['Increase K'],orange
7.365338111,13,23,6,30,"['Increase N', 'Increase K']",orange
7.455991072000001,21,17,15,30,[],orange
6.822282114,33,12,8,30,"['Increase P', 'Increase K']",orange
7.028746406000002,6,9,12,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.118430299,19,7,10,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.285312759,24,18,6,30,['Increase K'],orange
6.559236744,9,11,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.163245982,31,8,7,30,"['Increase P', 'Increase K']",orange
6.945562889,22,17,5,30,['Increase K'],orange
7.474710503,13,5,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.601189842999999,16,8,9,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
7.5611432239999985,4,13,6,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
6.361671475,0,25,14,30,"['Increase N', 'Increase K']",orange
6.929216014,8,7,10,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.477935216,4,23,5,30,"['Increase N', 'Increase K']",orange
7.684420446,33,14,8,30,"['Reduce ph', 'Increase P', 'Increase K']",orange
7.825531916,30,7,15,30,"['Reduce ph', 'Increase P']",orange
6.438668989,21,29,12,30,['Increase K'],orange
6.946354724,11,14,5,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.994465371,9,8,15,30,"['Reduce ph', 'Increase N', 'Increase P']",orange
7.434118807000001,5,18,14,30,"['Increase N', 'Increase K']",orange
7.781988584,29,25,14,30,"['Reduce ph', 'Increase K']",orange
6.052318465,33,12,15,30,['Increase P'],orange
7.106650373,8,16,6,30,"['Increase N', 'Increase K']",orange
6.22094286,15,14,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.420457311,16,7,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.969249676,0,12,7,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.0113021810000005,5,25,6,30,"['Increase N', 'Increase K']",orange
6.600948787999999,6,8,11,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.817846496,10,5,5,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
6.8198271,1,17,6,30,"['Increase N', 'Increase K']",orange
7.291405641,1,30,10,30,"['Increase N', 'Increase K']",orange
7.598729065,0,23,15,30,"['Reduce ph', 'Increase N']",orange
6.157135092000001,24,27,9,30,['Increase K'],orange
7.1917274,36,11,13,30,"['Increase P', 'Increase K']",orange
7.418761774,40,21,8,30,['Increase K'],orange
6.488221135,40,22,6,30,['Increase K'],orange
6.044167236,32,18,13,30,['Increase K'],orange
6.010391864,9,10,10,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.949838549,13,16,8,30,"['Increase N', 'Increase K']",orange
7.907956251,15,9,11,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
7.639788459,29,11,5,30,"['Reduce ph', 'Increase P', 'Increase K']",orange
7.53350946,1,15,9,30,"['Reduce ph', 'Increase N', 'Increase K']",orange
6.251586885,18,5,11,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.543191814,14,22,9,30,"['Increase N', 'Increase K']",orange
7.651225301,33,15,7,30,"['Reduce ph', 'Increase K']",orange
6.708889665,4,6,7,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.625538653,17,16,14,30,"['Increase N', 'Increase K']",orange
6.528354932,12,20,10,30,"['Increase N', 'Increase K']",orange
6.450640306,34,29,8,30,['Increase K'],orange
7.181907673,39,28,10,30,['Increase K'],orange
7.016482298,31,25,12,30,['Increase K'],orange
6.388617138,12,6,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.57125447,12,29,13,30,"['Reduce ph', 'Increase N', 'Increase K']",orange
7.609348255,26,11,11,30,"['Reduce ph', 'Increase P', 'Increase K']",orange
7.137136973,19,24,15,30,['Increase N'],orange
6.354022554,39,21,9,30,['Increase K'],orange
6.196907944,16,29,13,30,"['Increase N', 'Increase K']",orange
7.829507245,36,29,13,30,"['Reduce ph', 'Increase K']",orange
6.395258356,37,23,12,30,['Increase K'],orange
7.992041984,39,9,15,30,"['Reduce ph', 'Increase P']",orange
6.583411671,31,5,14,30,"['Increase P', 'Increase K']",orange
6.206053072,18,12,8,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.976997772000001,20,20,10,30,['Increase K'],orange
6.562594972,5,8,5,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.260416405,20,8,12,30,"['Increase P', 'Increase K']",orange
6.460044777999999,25,21,11,30,['Increase K'],orange
6.699164936,14,19,14,30,"['Increase N', 'Increase K']",orange
7.401121811,37,18,12,30,['Increase K'],orange
6.912033409,26,15,6,30,['Increase K'],orange
7.764040111,13,22,5,30,"['Reduce ph', 'Increase N', 'Increase K']",orange
7.796034006,32,25,9,30,"['Reduce ph', 'Increase K']",orange
6.969883482999999,19,7,9,30,"['Increase N', 'Increase P', 'Increase K']",orange
6.730757538,28,7,9,30,"['Increase P', 'Increase K']",orange
6.601395755,24,30,11,30,['Increase K'],orange
6.465913274,7,17,10,30,"['Increase N', 'Increase K']",orange
6.41354791,18,23,8,30,"['Increase N', 'Increase K']",orange
6.475275337,7,20,12,30,"['Increase N', 'Increase K']",orange
6.407715561,20,23,11,30,['Increase K'],orange
6.550814117000001,18,14,11,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.36220835,34,11,10,30,"['Increase P', 'Increase K']",orange
7.36549204,20,29,10,30,['Increase K'],orange
7.8546243,37,24,13,30,"['Reduce ph', 'Increase K']",orange
7.995848977,12,8,10,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
6.725600855,34,10,14,30,"['Increase P', 'Increase K']",orange
7.786725333,6,13,9,30,"['Reduce ph', 'Increase N', 'Increase P', 'Increase K']",orange
7.656978112000001,27,30,5,30,"['Reduce ph', 'Increase K']",orange
7.105904818,13,8,12,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.199106204,6,7,7,30,"['Increase N', 'Increase P', 'Increase K']",orange
7.871063004,40,17,15,30,['Reduce ph'],orange
7.566165721,31,26,9,30,"['Reduce ph', 'Increase K']",orange
6.7932454170000005,61,68,50,30,"['Reduce N', 'Reduce P']",papaya
6.576261427,58,46,45,30,"['Reduce N', 'Reduce P']",papaya
6.751452932,45,47,55,30,['Reduce P'],papaya
6.560743092999999,39,65,53,30,['Reduce P'],papaya
6.938313356,31,68,45,30,['Reduce P'],papaya
6.991626158,70,68,45,30,"['Reduce N', 'Reduce P']",papaya
6.977700268,68,62,50,30,"['Reduce N', 'Reduce P']",papaya
6.833768535,34,65,47,30,['Reduce P'],papaya
6.739170045,38,68,54,30,['Reduce P'],papaya
6.993473247000001,69,64,47,30,"['Reduce N', 'Reduce P']",papaya
6.757470637000001,58,51,47,30,"['Reduce N', 'Reduce P']",papaya
6.8506632320000005,59,47,53,30,"['Reduce N', 'Reduce P']",papaya
6.74274935,44,64,54,30,['Reduce P'],papaya
6.506120752,56,57,48,30,"['Reduce N', 'Reduce P']",papaya
6.98992719,69,60,54,30,"['Reduce N', 'Reduce P']",papaya
6.69215564,56,58,49,30,"['Reduce N', 'Reduce P']",papaya
6.544029776,49,55,53,30,['Reduce P'],papaya
6.927803911,38,51,52,30,['Reduce P'],papaya
6.721835879,54,65,47,30,"['Reduce N', 'Reduce P']",papaya
6.99223441,57,57,51,30,"['Reduce N', 'Reduce P']",papaya
6.704204398,39,52,53,30,['Reduce P'],papaya
6.702424548,58,67,45,30,"['Reduce N', 'Reduce P']",papaya
6.641098708,61,64,52,30,"['Reduce N', 'Reduce P']",papaya
6.585346229,34,62,55,30,['Reduce P'],papaya
6.563134737,31,48,45,30,['Reduce P'],papaya
6.502289472999999,47,46,52,30,['Reduce P'],papaya
6.800321319,32,68,52,30,['Reduce P'],papaya
6.721130542999999,36,59,46,30,['Reduce P'],papaya
6.574677594,61,51,51,30,"['Reduce N', 'Reduce P']",papaya
6.919342407,70,54,46,30,"['Reduce N', 'Reduce P']",papaya
6.519779582999999,44,56,49,30,['Reduce P'],papaya
6.687088097999999,34,68,51,30,['Reduce P'],papaya
6.747975732,50,59,47,30,['Reduce P'],papaya
6.65149129,39,70,52,30,['Reduce P'],papaya
6.502675132,34,61,49,30,['Reduce P'],papaya
6.825371185,44,60,55,30,['Reduce P'],papaya
6.99104104,31,62,52,30,['Reduce P'],papaya
6.5116248410000015,65,62,51,30,"['Reduce N', 'Reduce P']",papaya
6.93172108,44,57,53,30,['Reduce P'],papaya
6.712772332999999,50,47,48,30,['Reduce P'],papaya
6.63016515,43,50,48,30,['Reduce P'],papaya
6.761953186,60,46,53,30,"['Reduce N', 'Reduce P']",papaya
6.691202286,70,68,55,30,"['Reduce N', 'Reduce P']",papaya
6.608667683999999,59,62,52,30,"['Reduce N', 'Reduce P']",papaya
6.840802254,60,58,51,30,"['Reduce N', 'Reduce P']",papaya
6.834808347999999,42,60,47,30,['Reduce P'],papaya
6.953439161,35,66,47,30,['Reduce P'],papaya
6.665024507999999,34,65,48,30,['Reduce P'],papaya
6.662875839,36,54,46,30,['Reduce P'],papaya
6.678695788,39,64,52,30,['Reduce P'],papaya
6.54277684,37,52,47,30,['Reduce P'],papaya
6.839443833,33,47,46,30,['Reduce P'],papaya
6.805277038,34,48,48,30,['Reduce P'],papaya
6.762522087000001,49,54,50,30,['Reduce P'],papaya
6.678449317999999,40,65,49,30,['Reduce P'],papaya
6.577192175,68,52,49,30,"['Reduce N', 'Reduce P']",papaya
6.734005647999999,50,46,52,30,['Reduce P'],papaya
6.524459342,65,63,50,30,"['Reduce N', 'Reduce P']",papaya
6.501521192,40,49,47,30,['Reduce P'],papaya
6.758479569,42,53,48,30,['Reduce P'],papaya
6.676578778,49,55,51,30,['Reduce P'],papaya
6.941496806,59,62,49,30,"['Reduce N', 'Reduce P']",papaya
6.864143752,63,58,47,30,"['Reduce N', 'Reduce P']",papaya
6.583528529,70,65,52,30,"['Reduce N', 'Reduce P']",papaya
6.751747609,63,50,52,30,"['Reduce N', 'Reduce P']",papaya
6.893509446,40,64,47,30,['Reduce P'],papaya
6.720744449,63,58,50,30,"['Reduce N', 'Reduce P']",papaya
6.827812549,45,58,49,30,['Reduce P'],papaya
6.912299695,66,69,47,30,"['Reduce N', 'Reduce P']",papaya
6.586107335,54,67,52,30,"['Reduce N', 'Reduce P']",papaya
6.827305908,69,67,52,30,"['Reduce N', 'Reduce P']",papaya
6.821774589,67,68,49,30,"['Reduce N', 'Reduce P']",papaya
6.656458831,45,57,47,30,['Reduce P'],papaya
6.770384816,56,50,52,30,"['Reduce N', 'Reduce P']",papaya
6.933809742999999,70,50,53,30,"['Reduce N', 'Reduce P']",papaya
6.579441304,44,47,45,30,['Reduce P'],papaya
6.92791761,50,60,47,30,['Reduce P'],papaya
6.985804083,52,51,53,30,"['Reduce N', 'Reduce P']",papaya
6.612429546,35,68,45,30,['Reduce P'],papaya
6.813383387000001,68,69,52,30,"['Reduce N', 'Reduce P']",papaya
6.967759599999999,32,55,52,30,['Reduce P'],papaya
6.57398033,32,55,51,30,['Reduce P'],papaya
6.803094965,48,62,47,30,['Reduce P'],papaya
6.964955435,39,69,53,30,['Reduce P'],papaya
6.764213299,49,61,45,30,['Reduce P'],papaya
6.617703177999999,48,57,54,30,['Reduce P'],papaya
6.52711001,69,66,49,30,"['Reduce N', 'Reduce P']",papaya
6.709668804,53,55,55,30,"['Reduce N', 'Reduce P']",papaya
6.620729882000001,38,61,52,30,['Reduce P'],papaya
6.583760498999999,57,64,55,30,"['Reduce N', 'Reduce P']",papaya
6.6764073370000006,51,57,55,30,"['Reduce N', 'Reduce P']",papaya
6.751298936,56,65,45,30,"['Reduce N', 'Reduce P']",papaya
6.867554147000001,54,66,52,30,"['Reduce N', 'Reduce P']",papaya
6.7424900270000006,58,55,47,30,"['Reduce N', 'Reduce P']",papaya
6.986228647000001,68,70,54,30,"['Reduce N', 'Reduce P']",papaya
6.979102243,42,59,55,30,['Reduce P'],papaya
6.8256647820000005,43,64,47,30,['Reduce P'],papaya
6.617066674,35,67,49,30,['Reduce P'],papaya
6.551892637999999,56,59,55,30,"['Reduce N', 'Reduce P']",papaya
6.598860305,39,64,53,30,['Reduce P'],papaya
6.4200187170000005,18,30,29,30,['Increase N'],coconut
5.7400545670000005,37,23,28,30,['Increase ph'],coconut
5.686972967000001,13,28,33,30,"['Increase ph', 'Increase N']",coconut
6.293662362999999,2,21,35,30,['Increase N'],coconut
6.381975465,10,18,35,30,['Increase N'],coconut
5.542169138999999,7,11,32,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
5.551963184,39,5,31,30,"['Increase ph', 'Increase P']",coconut
5.8607404810000014,34,6,27,30,"['Increase ph', 'Increase P']",coconut
5.558807063,31,30,29,30,['Increase ph'],coconut
5.55771171,25,7,35,30,"['Increase ph', 'Increase P']",coconut
5.568365926,16,18,26,30,"['Increase ph', 'Increase N']",coconut
6.07071786,26,10,33,30,['Increase P'],coconut
5.627860548999998,27,8,32,30,"['Increase ph', 'Increase P']",coconut
6.38488418,37,18,30,30,[],coconut
5.6858890660000005,19,15,34,30,"['Increase ph', 'Increase N']",coconut
6.234458417000001,0,19,33,30,['Increase N'],coconut
6.443168642000001,31,20,26,30,[],coconut
5.842317989,9,17,32,30,"['Increase ph', 'Increase N']",coconut
5.955742971,22,11,29,30,"['Increase ph', 'Increase P']",coconut
5.741367375,31,6,26,30,"['Increase ph', 'Increase P']",coconut
5.948342571,34,6,30,30,"['Increase ph', 'Increase P']",coconut
6.387067562,24,6,32,30,['Increase P'],coconut
5.562911913,1,8,26,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
5.85971872,31,13,33,30,"['Increase ph', 'Increase P']",coconut
6.282955072999999,10,9,28,30,"['Increase N', 'Increase P']",coconut
6.25449571,36,27,26,30,[],coconut
5.973853124,38,24,33,30,['Increase ph'],coconut
6.081568052000001,11,6,25,30,"['Increase N', 'Increase P']",coconut
6.37466756,16,14,30,30,"['Increase N', 'Increase P']",coconut
6.027707171,33,14,35,30,['Increase P'],coconut
5.868285082000001,16,6,29,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
6.205931637999999,32,11,31,30,['Increase P'],coconut
5.5707453860000005,38,14,30,30,"['Increase ph', 'Increase P']",coconut
6.095261012999999,8,6,33,30,"['Increase N', 'Increase P']",coconut
6.025789594,23,6,33,30,['Increase P'],coconut
5.542873799,29,25,35,30,['Increase ph'],coconut
6.366219551,24,14,33,30,['Increase P'],coconut
5.579845008,32,12,30,30,"['Increase ph', 'Increase P']",coconut
5.804965067,30,25,31,30,['Increase ph'],coconut
6.121005506,14,21,35,30,['Increase N'],coconut
6.000248647,27,22,29,30,[],coconut
5.820978791,40,5,29,30,"['Increase ph', 'Increase P']",coconut
5.620733794,17,11,32,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
6.001936419,30,30,35,30,[],coconut
6.305740522000001,28,10,30,30,['Increase P'],coconut
6.362544111,39,7,29,30,['Increase P'],coconut
5.588655387,32,20,35,30,['Increase ph'],coconut
6.182232762000001,7,15,32,30,['Increase N'],coconut
5.959493188,29,17,29,30,['Increase ph'],coconut
5.677282677999999,34,15,34,30,['Increase ph'],coconut
5.6121227970000005,14,23,25,30,"['Increase ph', 'Increase N']",coconut
6.206077742000001,18,19,29,30,['Increase N'],coconut
5.764812076,7,21,35,30,"['Increase ph', 'Increase N']",coconut
6.203376525,24,27,34,30,[],coconut
6.143662699,39,29,29,30,[],coconut
6.100429497,29,8,28,30,['Increase P'],coconut
5.7084096010000005,10,24,27,30,"['Increase ph', 'Increase N']",coconut
5.868255858,0,29,32,30,"['Increase ph', 'Increase N']",coconut
6.461225827000001,32,11,31,30,['Increase P'],coconut
6.165084855,37,10,32,30,['Increase P'],coconut
6.047044342,20,29,27,30,[],coconut
6.137102505,31,29,35,30,[],coconut
5.894027065,17,30,27,30,"['Increase ph', 'Increase N']",coconut
5.56222383,1,12,30,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
5.832608027999999,6,13,29,30,"['Increase ph', 'Increase N', 'Increase P']",coconut
6.2185718739999984,15,28,32,30,['Increase N'],coconut
6.142010637,27,24,29,30,[],coconut
6.078807239,3,23,30,30,['Increase N'],coconut
5.702484758,8,26,26,30,"['Increase ph', 'Increase N']",coconut
5.547594847,20,28,26,30,['Increase ph'],coconut
5.836075368,26,18,27,30,['Increase ph'],coconut
6.231662767,1,6,35,30,"['Increase N', 'Increase P']",coconut
5.718120393,27,30,31,30,['Increase ph'],coconut
5.852038202,23,7,34,30,"['Increase ph', 'Increase P']",coconut
5.547933273,0,26,31,30,"['Increase ph', 'Increase N']",coconut
6.156259104,38,6,25,30,['Increase P'],coconut
6.436314406,25,12,26,30,['Increase P'],coconut
5.981169595,40,5,32,30,"['Increase ph', 'Increase P']",coconut
6.271952832999999,0,19,31,30,['Increase N'],coconut
6.470465614,26,9,32,30,['Increase P'],coconut
6.141502001,35,30,34,30,[],coconut
5.826381164,19,30,30,30,"['Increase ph', 'Increase N']",coconut
6.342463714,31,13,33,30,['Increase P'],coconut
6.071897347,17,29,26,30,['Increase N'],coconut
6.331051715,2,30,30,30,['Increase N'],coconut
6.413184638,30,13,25,30,['Increase P'],coconut
5.50158009,8,15,33,30,"['Increase ph', 'Increase N']",coconut
6.338720873,18,12,35,30,"['Increase N', 'Increase P']",coconut
6.015672239,8,28,30,30,['Increase N'],coconut
5.735364307,40,22,29,30,['Increase ph'],coconut
6.465906333,27,10,33,30,['Increase P'],coconut
5.855457599,21,20,31,30,['Increase ph'],coconut
6.318552972999999,3,9,35,30,"['Increase N', 'Increase P']",coconut
6.006784979,22,16,27,30,[],coconut
6.008386282999999,27,8,30,30,['Increase P'],coconut
5.665785202,22,8,33,30,"['Increase ph', 'Increase P']",coconut
5.764615485,28,27,32,30,['Increase ph'],coconut
5.901495543999999,23,21,26,30,['Increase ph'],coconut
5.779032666,37,5,34,30,"['Increase ph', 'Increase P']",coconut
5.67154928,19,26,29,30,"['Increase ph', 'Increase N']",coconut
7.231324765,133,47,24,30,"['Reduce N', 'Reduce P']",cotton
6.925412377000001,136,36,20,30,['Reduce N'],cotton
7.633437412,104,47,18,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.827354668,133,47,23,30,"['Reduce N', 'Reduce P']",cotton
6.176716425,126,38,23,30,['Reduce N'],cotton
6.6287228360000015,126,50,19,30,"['Reduce N', 'Reduce P']",cotton
7.256877571,113,41,20,30,"['Reduce N', 'Reduce P']",cotton
6.443785385,121,45,22,30,"['Reduce N', 'Reduce P']",cotton
7.7232401510000015,121,47,16,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
5.947448589,129,60,22,30,"['Increase ph', 'Reduce N', 'Reduce P']",cotton
7.2277455160000015,107,45,25,30,"['Reduce N', 'Reduce P']",cotton
6.219469084,122,59,18,30,"['Reduce N', 'Reduce P']",cotton
6.021439523,140,38,15,30,['Reduce N'],cotton
6.253343655,102,49,21,30,"['Reduce N', 'Reduce P']",cotton
6.187455798999999,111,40,25,30,['Reduce N'],cotton
7.0576933660000005,131,35,18,30,['Reduce N'],cotton
6.720449769,135,43,16,30,"['Reduce N', 'Reduce P']",cotton
6.4316895060000006,100,46,18,30,"['Reduce N', 'Reduce P']",cotton
7.453106264,123,39,24,30,['Reduce N'],cotton
7.368258226,117,56,15,30,"['Reduce N', 'Reduce P']",cotton
7.352401887,121,36,24,30,['Reduce N'],cotton
6.652143699,101,58,18,30,"['Reduce N', 'Reduce P']",cotton
6.144631795,107,42,24,30,"['Reduce N', 'Reduce P']",cotton
7.318802162000001,100,41,22,30,"['Reduce N', 'Reduce P']",cotton
7.954629324,125,39,21,30,"['Reduce ph', 'Reduce N']",cotton
6.207652157,105,60,23,30,"['Reduce N', 'Reduce P']",cotton
6.631005298,102,46,19,30,"['Reduce N', 'Reduce P']",cotton
7.306918817000001,131,49,22,30,"['Reduce N', 'Reduce P']",cotton
5.898293044,139,35,15,30,"['Increase ph', 'Reduce N']",cotton
7.238566893,108,36,19,30,['Reduce N'],cotton
7.977651226,118,45,23,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
5.983075895,107,51,22,30,"['Increase ph', 'Reduce N', 'Reduce P']",cotton
6.785723961,125,60,17,30,"['Reduce N', 'Reduce P']",cotton
7.393441155,113,37,20,30,['Reduce N'],cotton
6.486068274,131,52,16,30,"['Reduce N', 'Reduce P']",cotton
7.175934962,115,48,16,30,"['Reduce N', 'Reduce P']",cotton
7.388265887999999,113,38,25,30,['Reduce N'],cotton
6.10539819,111,41,18,30,"['Reduce N', 'Reduce P']",cotton
6.419536555,111,53,19,30,"['Reduce N', 'Reduce P']",cotton
6.307585854,122,48,16,30,"['Reduce N', 'Reduce P']",cotton
6.93221485,108,46,17,30,"['Reduce N', 'Reduce P']",cotton
7.810865753,132,41,22,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.527541661,103,42,17,30,"['Reduce N', 'Reduce P']",cotton
7.569454601,133,50,25,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
7.041065585,127,37,18,30,['Reduce N'],cotton
7.208795456,110,39,25,30,['Reduce N'],cotton
6.814341946,131,38,19,30,['Reduce N'],cotton
7.442217061,108,38,24,30,['Reduce N'],cotton
6.854558957,122,40,17,30,['Reduce N'],cotton
7.884550475,111,50,15,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.006085786,140,40,17,30,['Reduce N'],cotton
7.432043735,100,40,20,30,['Reduce N'],cotton
6.498052108,123,50,16,30,"['Reduce N', 'Reduce P']",cotton
6.205263534,107,36,21,30,['Reduce N'],cotton
6.360812227,118,50,19,30,"['Reduce N', 'Reduce P']",cotton
7.0466074339999984,103,51,20,30,"['Reduce N', 'Reduce P']",cotton
7.947011366,133,57,19,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.281913857999999,129,47,20,30,"['Reduce N', 'Reduce P']",cotton
6.114525877,116,52,19,30,"['Reduce N', 'Reduce P']",cotton
6.7539780610000015,114,40,23,30,['Reduce N'],cotton
7.4250413160000015,131,60,17,30,"['Reduce N', 'Reduce P']",cotton
6.745104394,107,43,18,30,"['Reduce N', 'Reduce P']",cotton
7.6411165689999985,123,44,21,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.470135478,112,49,25,30,"['Reduce N', 'Reduce P']",cotton
7.091992365,119,44,15,30,"['Reduce N', 'Reduce P']",cotton
6.520403794,130,59,19,30,"['Reduce N', 'Reduce P']",cotton
6.127939627999999,127,53,24,30,"['Reduce N', 'Reduce P']",cotton
7.994679507000001,134,52,18,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
7.524707577,109,36,18,30,"['Reduce ph', 'Reduce N']",cotton
7.827877817999999,100,48,17,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.436691764,132,52,19,30,"['Reduce N', 'Reduce P']",cotton
5.907930899,102,37,25,30,"['Increase ph', 'Reduce N']",cotton
6.135025006,111,39,22,30,['Reduce N'],cotton
6.044556594,117,51,15,30,"['Reduce N', 'Reduce P']",cotton
7.59781958,136,36,24,30,"['Reduce ph', 'Reduce N']",cotton
6.691268104,134,56,18,30,"['Reduce N', 'Reduce P']",cotton
6.1754923060000015,112,54,15,30,"['Reduce N', 'Reduce P']",cotton
7.272316208999999,105,56,15,30,"['Reduce N', 'Reduce P']",cotton
5.801047545,140,45,15,30,"['Increase ph', 'Reduce N', 'Reduce P']",cotton
6.757457943,126,46,25,30,"['Reduce N', 'Reduce P']",cotton
6.983395572999999,106,49,24,30,"['Reduce N', 'Reduce P']",cotton
7.976889497999999,121,53,19,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.558902588,108,60,17,30,"['Reduce N', 'Reduce P']",cotton
7.979090365,116,56,17,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
7.903528672999999,100,52,19,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.73210948,129,43,16,30,"['Reduce N', 'Reduce P']",cotton
6.6916904760000016,118,44,23,30,"['Reduce N', 'Reduce P']",cotton
7.839849298,117,43,25,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.61448588,126,37,21,30,['Reduce N'],cotton
7.456971816,120,48,16,30,"['Reduce N', 'Reduce P']",cotton
7.2942193,102,45,16,30,"['Reduce N', 'Reduce P']",cotton
7.762647875,131,56,20,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
6.363406102000001,114,40,17,30,['Reduce N'],cotton
7.63737841,101,37,18,30,"['Reduce ph', 'Reduce N']",cotton
6.2006719760000015,106,46,20,30,"['Reduce N', 'Reduce P']",cotton
6.364729934,113,38,20,30,['Reduce N'],cotton
6.913678684,102,53,21,30,"['Reduce N', 'Reduce P']",cotton
7.766259768999999,110,39,18,30,"['Reduce ph', 'Reduce N']",cotton
7.55606399,107,58,15,30,"['Reduce ph', 'Reduce N', 'Reduce P']",cotton
7.288377241,120,60,15,30,"['Reduce N', 'Reduce P']",cotton
6.002524871,89,47,38,30,"['Reduce N', 'Reduce P']",jute
6.033485257000001,60,37,39,30,['Reduce N'],jute
